file,organization,doctype_code,matched
Sở Tư pháp Tỉnh Lào Cai_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Thành phố.xlsx,Sở Tư pháp Tỉnh Lào Cai,09b,True
Sở Tư pháp Tỉnh Lào Cai_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của các(...).xlsx,Sở Tư pháp Tỉnh Lào Cai,11b,True
Sở Tư pháp Tỉnh Lào Cai_15a_TP_TGPL_Số lượt người đã được Trợ giúp pháp lý.xlsx,Sở Tư pháp Tỉnh Lào Cai,15a,True
Sở Tư pháp Tỉnh Lào Cai_15b_TP_TGPL _Số vụ việc Trợ giúp pháp lý (TGPL).xlsx,Sở Tư pháp Tỉnh Lào Cai,15b,True
Sở Tư pháp Tỉnh Lâm Đồng_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VBQPP(...).xlsx,Sở Tư pháp Tỉnh Lâm Đồng,01b,True
Sở Tư pháp Tỉnh Lâm Đồng_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL b(...) copy.xlsx,Sở Tư pháp Tỉnh Lâm Đồng,01c,True
Sở Tư pháp Tỉnh Lâm Đồng_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL b(...).xlsx,Sở Tư pháp Tỉnh Lâm Đồng,01c,True
"Sở Tư pháp Tỉnh Lâm Đồng_02a_TP_KTTTQ_Kết quả kiểm tra, xử lý văn bản theo(...).xlsx",Sở Tư pháp Tỉnh Lâm Đồng,02a,True
Sở Tư pháp Tỉnh Lâm Đồng_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ sở(...).xlsx,Sở Tư pháp Tỉnh Lâm Đồng,05c,True
Sở Tư pháp Tỉnh Lâm Đồng_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Thà(...) copy.xlsx,Sở Tư pháp Tỉnh Lâm Đồng,09b,True
Sở Tư pháp Tỉnh Lâm Đồng_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Thà(...).xlsx,Sở Tư pháp Tỉnh Lâm Đồng,09b,True
Sở Tư pháp Tỉnh Lạng Sơn_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VBQPP(...).xlsx,Sở Tư pháp Tỉnh Lạng Sơn,01b,True
Sở Tư pháp Tỉnh Lạng Sơn_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL b(...).xlsx,Sở Tư pháp Tỉnh Lạng Sơn,01c,True
Sở Tư pháp Tỉnh Lạng Sơn_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục p(...) copy.xlsx,Sở Tư pháp Tỉnh Lạng Sơn,04c,True
Sở Tư pháp Tỉnh Lạng Sơn_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục p(...).xlsx,Sở Tư pháp Tỉnh Lạng Sơn,04c,True
Sở Tư pháp Tỉnh Lạng Sơn_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ sở(...).xlsx,Sở Tư pháp Tỉnh Lạng Sơn,05c,True
Sở Tư pháp Tỉnh Lạng Sơn_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của cá(...) copy.xlsx,Sở Tư pháp Tỉnh Lạng Sơn,11b,True
Sở Tư pháp Tỉnh Lạng Sơn_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của cá(...).xlsx,Sở Tư pháp Tỉnh Lạng Sơn,11b,True
Sở Tư pháp Tỉnh Nghệ An_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL ba(...).xlsx,Sở Tư pháp Tỉnh Nghệ An,01c,True
Sở Tư pháp Tỉnh Nghệ An_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục ph(...).xlsx,Sở Tư pháp Tỉnh Nghệ An,04c,True
Sở Tư pháp Tỉnh Nghệ An_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Thành phố.xlsx,Sở Tư pháp Tỉnh Nghệ An,09b,True
Sở Tư pháp Tỉnh Nghệ An_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của các(...).xlsx,Sở Tư pháp Tỉnh Nghệ An,11b,True
Sở Tư pháp Tỉnh Nghệ An_21b_TP_HTPLDN_Kết quả triển khai công tác hỗ trợ ph(...).xlsx,Sở Tư pháp Tỉnh Nghệ An,21b,True
Sở Tư pháp Tỉnh Ninh Bình_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VBQP(...).xlsx,Sở Tư pháp Tỉnh Ninh Bình,01b,True
Sở Tư pháp Tỉnh Ninh Bình_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL(...).xlsx,Sở Tư pháp Tỉnh Ninh Bình,01c,True
Sở Tư pháp Tỉnh Ninh Bình_04b_TP_PBGDPL_Kết quả công tác phổ biến giáo dục(...).xlsx,Sở Tư pháp Tỉnh Ninh Bình,04b,True
Sở Tư pháp Tỉnh Ninh Bình_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục(...).xlsx,Sở Tư pháp Tỉnh Ninh Bình,04c,True
Sở Tư pháp Tỉnh Ninh Bình_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ s(...) copy.xlsx,Sở Tư pháp Tỉnh Ninh Bình,05c,True
Sở Tư pháp Tỉnh Ninh Bình_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ s(...).xlsx,Sở Tư pháp Tỉnh Ninh Bình,05c,True
Sở Tư pháp Tỉnh Ninh Bình_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Th(...).xlsx,Sở Tư pháp Tỉnh Ninh Bình,09b,True
Sở Tư pháp Tỉnh Ninh Bình_10b_TP_CC_Số tổ chức và kết quả hoạt động công ch(...).xlsx,Sở Tư pháp Tỉnh Ninh Bình,10b,True
Sở Tư pháp Tỉnh Ninh Bình_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của c(...) copy.xlsx,Sở Tư pháp Tỉnh Ninh Bình,11b,True
Sở Tư pháp Tỉnh Ninh Bình_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của c(...).xlsx,Sở Tư pháp Tỉnh Ninh Bình,11b,True
Sở Tư pháp Tỉnh Phú Thọ_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL ba(...) copy.xlsx,Sở Tư pháp Tỉnh Phú Thọ,01c,True
Sở Tư pháp Tỉnh Phú Thọ_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL ba(...).xlsx,Sở Tư pháp Tỉnh Phú Thọ,01c,True
Sở Tư pháp Tỉnh Phú Thọ_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục ph(...).xlsx,Sở Tư pháp Tỉnh Phú Thọ,04c,True
Sở Tư pháp Tỉnh Phú Thọ_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ sở;(...).xlsx,Sở Tư pháp Tỉnh Phú Thọ,05c,True
Sở Tư pháp Tỉnh Phú Thọ_08b_TP_CNTN_Kết quả đăng ký nuôi con nuôi trong nướ(...).xlsx,Sở Tư pháp Tỉnh Phú Thọ,08b,True
Sở Tư pháp Tỉnh Phú Thọ_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Thành phố.xlsx,Sở Tư pháp Tỉnh Phú Thọ,09b,True
Sở Tư pháp Tỉnh Phú Thọ_10b_TP_CC_Số tổ chức và kết quả hoạt động công chứn(...).xlsx,Sở Tư pháp Tỉnh Phú Thọ,10b,True
Sở Tư pháp Tỉnh Phú Thọ_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của các(...).xlsx,Sở Tư pháp Tỉnh Phú Thọ,11b,True
Sở Tư pháp Tỉnh Phú Thọ_21b_TP_HTPLDN_Kết quả triển khai công tác hỗ trợ ph(...).xlsx,Sở Tư pháp Tỉnh Phú Thọ,21b,True
Sở Tư pháp Tỉnh Quảng Ngãi_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VBQ(...).xlsx,Sở Tư pháp Tỉnh Quảng Ngãi,01b,True
Sở Tư pháp Tỉnh Quảng Ngãi_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL(...).xlsx,Sở Tư pháp Tỉnh Quảng Ngãi,01c,True
Sở Tư pháp Tỉnh Quảng Ninh_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VBQ(...).xlsx,Sở Tư pháp Tỉnh Quảng Ninh,01b,True
Sở Tư pháp Tỉnh Quảng Ninh_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL(...).xlsx,Sở Tư pháp Tỉnh Quảng Ninh,01c,True
Sở Tư pháp Tỉnh Quảng Ninh_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục(...) copy.xlsx,Sở Tư pháp Tỉnh Quảng Ninh,04c,True
Sở Tư pháp Tỉnh Quảng Ninh_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục(...).xlsx,Sở Tư pháp Tỉnh Quảng Ninh,04c,True
Sở Tư pháp Tỉnh Quảng Ninh_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ(...) copy.xlsx,Sở Tư pháp Tỉnh Quảng Ninh,05c,True
Sở Tư pháp Tỉnh Quảng Ninh_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ(...).xlsx,Sở Tư pháp Tỉnh Quảng Ninh,05c,True
Sở Tư pháp Tỉnh Quảng Ninh_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_T(...).xlsx,Sở Tư pháp Tỉnh Quảng Ninh,09b,True
Sở Tư pháp Tỉnh Quảng Ninh_10b_TP_CC_Số tổ chức và kết quả hoạt động công c(...).xlsx,Sở Tư pháp Tỉnh Quảng Ninh,10b,True
Sở Tư pháp Tỉnh Quảng Ninh_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của(...) copy.xlsx,Sở Tư pháp Tỉnh Quảng Ninh,11b,True
Sở Tư pháp Tỉnh Quảng Ninh_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của(...).xlsx,Sở Tư pháp Tỉnh Quảng Ninh,11b,True
Sở Tư pháp Tỉnh Quảng Trị_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL(...).xlsx,Sở Tư pháp Tỉnh Quảng Trị,01c,True
Sở Tư pháp Tỉnh Quảng Trị_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Th(...) copy.xlsx,Sở Tư pháp Tỉnh Quảng Trị,09b,True
Sở Tư pháp Tỉnh Quảng Trị_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Th(...).xlsx,Sở Tư pháp Tỉnh Quảng Trị,09b,True
Sở Tư pháp Tỉnh Sơn La_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL ban(...).xlsx,Sở Tư pháp Tỉnh Sơn La,01c,True
Sở Tư pháp Tỉnh Sơn La_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục phá(...) copy.xlsx,Sở Tư pháp Tỉnh Sơn La,04c,True
Sở Tư pháp Tỉnh Sơn La_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục phá(...).xlsx,Sở Tư pháp Tỉnh Sơn La,04c,True
Sở Tư pháp Tỉnh Thanh Hóa_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VBQP(...).xlsx,Sở Tư pháp Tỉnh Thanh Hóa,01b,True
Sở Tư pháp Tỉnh Thanh Hóa_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL(...) copy.xlsx,Sở Tư pháp Tỉnh Thanh Hóa,01c,True
Sở Tư pháp Tỉnh Thanh Hóa_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL(...).xlsx,Sở Tư pháp Tỉnh Thanh Hóa,01c,True
Sở Tư pháp Tỉnh Thanh Hóa_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục(...) copy.xlsx,Sở Tư pháp Tỉnh Thanh Hóa,04c,True
Sở Tư pháp Tỉnh Thanh Hóa_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục(...).xlsx,Sở Tư pháp Tỉnh Thanh Hóa,04c,True
Sở Tư pháp Tỉnh Thanh Hóa_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ s(...).xlsx,Sở Tư pháp Tỉnh Thanh Hóa,05c,True
Sở Tư pháp Tỉnh Thanh Hóa_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Th(...).xlsx,Sở Tư pháp Tỉnh Thanh Hóa,09b,True
Sở Tư pháp Tỉnh Thanh Hóa_10b_TP_CC_Số tổ chức và kết quả hoạt động công ch(...).xlsx,Sở Tư pháp Tỉnh Thanh Hóa,10b,True
Sở Tư pháp Tỉnh Thanh Hóa_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của c(...).xlsx,Sở Tư pháp Tỉnh Thanh Hóa,11b,True
Sở Tư pháp Tỉnh Thái Nguyên_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPP(...).xlsx,Sở Tư pháp Tỉnh Thái Nguyên,01c,True
Sở Tư pháp Tỉnh Thái Nguyên_08b_TP_CNTN_Kết quả đăng ký nuôi con nuôi trong(...).xlsx,Sở Tư pháp Tỉnh Thái Nguyên,08b,True
Sở Tư pháp Tỉnh Thái Nguyên_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_(...).xlsx,Sở Tư pháp Tỉnh Thái Nguyên,09b,True
Sở Tư pháp Tỉnh Thái Nguyên_10b_TP_CC_Số tổ chức và kết quả hoạt động công(...).xlsx,Sở Tư pháp Tỉnh Thái Nguyên,10b,True
Sở Tư pháp Tỉnh Thái Nguyên_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của(...) copy.xlsx,Sở Tư pháp Tỉnh Thái Nguyên,11b,True
Sở Tư pháp Tỉnh Thái Nguyên_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của(...).xlsx,Sở Tư pháp Tỉnh Thái Nguyên,11b,True
Sở Tư pháp Tỉnh Tuyên Quang_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VB(...).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,01b,True
Sở Tư pháp Tỉnh Tuyên Quang_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPP(...) copy.xlsx,Sở Tư pháp Tỉnh Tuyên Quang,01c,True
Sở Tư pháp Tỉnh Tuyên Quang_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPP(...).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,01c,True
"Sở Tư pháp Tỉnh Tuyên Quang_02a_TP_KTTTQ_Kết quả kiểm tra, xử lý văn bản th(...).xlsx",Sở Tư pháp Tỉnh Tuyên Quang,02a,True
Sở Tư pháp Tỉnh Tuyên Quang_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dụ(...).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,04c,True
Sở Tư pháp Tỉnh Tuyên Quang_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ(...) copy.xlsx,Sở Tư pháp Tỉnh Tuyên Quang,05c,True
Sở Tư pháp Tỉnh Tuyên Quang_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ(...).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,05c,True
Sở Tư pháp Tỉnh Tuyên Quang_08b_TP_CNTN_Kết quả đăng ký nuôi con nuôi trong(...).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,08b,True
Sở Tư pháp Tỉnh Tuyên Quang_08c_TP_CNNN_Kết quả giải quyết cho trẻ em Việt(...).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,08c,True
Sở Tư pháp Tỉnh Tuyên Quang_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_(...).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,09b,True
Sở Tư pháp Tỉnh Tuyên Quang_10b_TP_CC_Số tổ chức và kết quả hoạt động công(...).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,10b,True
Sở Tư pháp Tỉnh Tuyên Quang_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của(...).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,11b,True
Sở Tư pháp Tỉnh Tuyên Quang_11c_TP_LSTN_Kết quả hoạt động cấp Chứng chỉ hàn(...) (2).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,11c,True
Sở Tư pháp Tỉnh Tuyên Quang_11c_TP_LSTN_Kết quả hoạt động cấp Chứng chỉ hàn(...).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,11c,True
Sở Tư pháp Tỉnh Tuyên Quang_15a_TP_TGPL_Số lượt người đã được Trợ giúp pháp lý.xlsx,Sở Tư pháp Tỉnh Tuyên Quang,15a,True
Sở Tư pháp Tỉnh Tuyên Quang_15b_TP_TGPL _Số vụ việc Trợ giúp pháp lý (TGPL).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,15b,True
Sở Tư pháp Tỉnh Tuyên Quang_21b_TP_HTPLDN_Kết quả triển khai công tác hỗ tr(...).xlsx,Sở Tư pháp Tỉnh Tuyên Quang,21b,True
Sở Tư pháp Tỉnh Tây Ninh_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL b(...) copy.xlsx,Sở Tư pháp Tỉnh Tây Ninh,01c,True
Sở Tư pháp Tỉnh Tây Ninh_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL b(...).xlsx,Sở Tư pháp Tỉnh Tây Ninh,01c,True
Sở Tư pháp Tỉnh Tây Ninh_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ sở(...).xlsx,Sở Tư pháp Tỉnh Tây Ninh,05c,True
Sở Tư pháp Tỉnh Tây Ninh_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Thà(...).xlsx,Sở Tư pháp Tỉnh Tây Ninh,09b,True
Sở Tư pháp Tỉnh Tây Ninh_10b_TP_CC_Số tổ chức và kết quả hoạt động công chứ(...).xlsx,Sở Tư pháp Tỉnh Tây Ninh,10b,True
Sở Tư pháp Tỉnh Vĩnh Long_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VBQP(...) copy.xlsx,Sở Tư pháp Tỉnh Vĩnh Long,01b,True
Sở Tư pháp Tỉnh Vĩnh Long_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VBQP(...).xlsx,Sở Tư pháp Tỉnh Vĩnh Long,01b,True
Sở Tư pháp Tỉnh Vĩnh Long_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL(...) copy.xlsx,Sở Tư pháp Tỉnh Vĩnh Long,01c,True
Sở Tư pháp Tỉnh Vĩnh Long_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL(...).xlsx,Sở Tư pháp Tỉnh Vĩnh Long,01c,True
Sở Tư pháp Tỉnh Vĩnh Long_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục(...).xlsx,Sở Tư pháp Tỉnh Vĩnh Long,04c,True
Sở Tư pháp Tỉnh Vĩnh Long_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ s(...).xlsx,Sở Tư pháp Tỉnh Vĩnh Long,05c,True
Sở Tư pháp Tỉnh Điện Biên_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VBQP(...).xlsx,Sở Tư pháp Tỉnh Điện Biên,01b,True
Sở Tư pháp Tỉnh Điện Biên_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL(...).xlsx,Sở Tư pháp Tỉnh Điện Biên,01c,True
Sở Tư pháp Tỉnh Điện Biên_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Th(...) copy.xlsx,Sở Tư pháp Tỉnh Điện Biên,09b,True
Sở Tư pháp Tỉnh Điện Biên_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Th(...).xlsx,Sở Tư pháp Tỉnh Điện Biên,09b,True
Sở Tư pháp Tỉnh Điện Biên_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của c(...) copy.xlsx,Sở Tư pháp Tỉnh Điện Biên,11b,True
Sở Tư pháp Tỉnh Điện Biên_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của c(...).xlsx,Sở Tư pháp Tỉnh Điện Biên,11b,True
Sở Tư pháp Tỉnh Đắk Lắk_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VBQPPL(...).xlsx,Sở Tư pháp Tỉnh Đắk Lắk,01b,True
Sở Tư pháp Tỉnh Đắk Lắk_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL ba(...) copy.xlsx,Sở Tư pháp Tỉnh Đắk Lắk,01c,True
Sở Tư pháp Tỉnh Đắk Lắk_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL ba(...).xlsx,Sở Tư pháp Tỉnh Đắk Lắk,01c,True
"Sở Tư pháp Tỉnh Đắk Lắk_02a_TP_KTTTQ_Kết quả kiểm tra, xử lý văn bản theo t(...).xlsx",Sở Tư pháp Tỉnh Đắk Lắk,02a,True
Sở Tư pháp Tỉnh Đắk Lắk_04c_TP_PBGDPL_Kết quả công tác phổ biến giáo dục ph(...).xlsx,Sở Tư pháp Tỉnh Đắk Lắk,04c,True
Sở Tư pháp Tỉnh Đắk Lắk_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ sở;(...).xlsx,Sở Tư pháp Tỉnh Đắk Lắk,05c,True
Sở Tư pháp Tỉnh Đắk Lắk_08b_TP_CNTN_Kết quả đăng ký nuôi con nuôi trong nướ(...).xlsx,Sở Tư pháp Tỉnh Đắk Lắk,08b,True
Sở Tư pháp Tỉnh Đắk Lắk_08c_TP_CNNN_Kết quả giải quyết cho trẻ em Việt Nam(...).xlsx,Sở Tư pháp Tỉnh Đắk Lắk,08c,True
Sở Tư pháp Tỉnh Đắk Lắk_09b_TP_CT_Kết quả chứng thực trên địa bàn Tỉnh_Thành phố.xlsx,Sở Tư pháp Tỉnh Đắk Lắk,09b,True
Sở Tư pháp Tỉnh Đắk Lắk_10b_TP_CC_Số tổ chức và kết quả hoạt động công chứn(...).xlsx,Sở Tư pháp Tỉnh Đắk Lắk,10b,True
Sở Tư pháp Tỉnh Đắk Lắk_11b_TP_LSTN_Số tổ chức và kết quả hoạt động của các(...).xlsx,Sở Tư pháp Tỉnh Đắk Lắk,11b,True
Sở Tư pháp Tỉnh Đắk Lắk_11c_TP_LSTN_Kết quả hoạt động cấp Chứng chỉ hành ng(...).xlsx,Sở Tư pháp Tỉnh Đắk Lắk,11c,True
Sở Tư pháp Tỉnh Đắk Lắk_21b_TP_HTPLDN_Kết quả triển khai công tác hỗ trợ ph(...).xlsx,Sở Tư pháp Tỉnh Đắk Lắk,21b,True
Sở Tư pháp Tỉnh Đồng Tháp_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VBQP(...) copy.xlsx,Sở Tư pháp Tỉnh Đồng Tháp,01b,True
Sở Tư pháp Tỉnh Đồng Tháp_01b_TP_TĐ_Số DT VBQPPL được thẩm định; số DT VBQP(...).xlsx,Sở Tư pháp Tỉnh Đồng Tháp,01b,True
Sở Tư pháp Tỉnh Đồng Tháp_01c_TP_BH-TĐG_Số VBQPPL được ban hành; số VBQPPL(...).xlsx,Sở Tư pháp Tỉnh Đồng Tháp,01c,True
Sở Tư pháp Tỉnh Đồng Tháp_05c_TP_HGCS-TCPL_Kết quả công tác hòa giải ở cơ s(...).xlsx,Sở Tư pháp Tỉnh Đồng Tháp,05c,True
Sở Tư pháp Tỉnh Đồng Tháp_10b_TP_CC_Số tổ chức và kết quả hoạt động công ch(...) copy.xlsx,Sở Tư pháp Tỉnh Đồng Tháp,10b,True
Sở Tư pháp Tỉnh Đồng Tháp_10b_TP_CC_Số tổ chức và kết quả hoạt động công ch(...).xlsx,Sở Tư pháp Tỉnh Đồng Tháp,10b,True
"Thanh tra Chính phủ_01d_TP_TĐ-BH-TĐG_Số DT VBQPPL, số TTHC tại DT VBQPPL củ(...).xlsx",Thanh tra Chính phủ,01d,True
"Thanh tra Chính phủ_02b_TP_KTTTQ_Kết quả kiểm tra, xử lý văn bản theo thẩm(...).xlsx",Thanh tra Chính phủ,02b,True
"Trường Đại học Luật Hà Nội._01e_TP_TĐ-BH-TĐG_Số văn bản chính sách, DT VBQP(...).xlsx",Trường Đại học Luật Hà Nội.,01e,True
Trường Đại học Luật Hà Nội._04d_TP_PBGDPL_Kết quả công tác phổ biến giáo dụ(...).xlsx,Trường Đại học Luật Hà Nội.,04d,True
UBND Phường An Bình_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Phường An Bình,09a,True
UBND Phường An Bình_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường An Bình,09a,True
UBND Phường An Hội Tây_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên đ(...) copy.xlsx,UBND Phường An Hội Tây,05b,True
UBND Phường An Hội Tây_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên đ(...).xlsx,UBND Phường An Hội Tây,05b,True
UBND Phường An Hội Đông_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên(...) copy.xlsx,UBND Phường An Hội Đông,05b,True
UBND Phường An Hội Đông_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên(...).xlsx,UBND Phường An Hội Đông,05b,True
UBND Phường An Khê_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường An Khê,09a,True
UBND Phường An Nhơn Bắc_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên(...) copy.xlsx,UBND Phường An Nhơn Bắc,05b,True
UBND Phường An Nhơn Bắc_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên(...).xlsx,UBND Phường An Nhơn Bắc,05b,True
UBND Phường An Nhơn Bắc_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...) copy.xlsx,UBND Phường An Nhơn Bắc,09a,True
UBND Phường An Nhơn Bắc_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...).xlsx,UBND Phường An Nhơn Bắc,09a,True
UBND Phường An Nhơn Nam_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...) copy.xlsx,UBND Phường An Nhơn Nam,09a,True
UBND Phường An Nhơn Nam_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...).xlsx,UBND Phường An Nhơn Nam,09a,True
UBND Phường An Nhơn Đông_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân ((...) copy.xlsx,UBND Phường An Nhơn Đông,09a,True
UBND Phường An Nhơn Đông_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân ((...).xlsx,UBND Phường An Nhơn Đông,09a,True
UBND Phường An Nhơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường An Nhơn,09a,True
UBND Phường An Phú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Phường An Phú,09a,True
UBND Phường An Phú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường An Phú,09a,True
UBND Phường B'Lao_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Phường B'Lao,09a,True
UBND Phường B'Lao_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Phường B'Lao,09a,True
