file,organization,doctype_code,matched
UBND Phường Xuân Đài_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...).xlsx,UBND Phường Xuân Đài,05b,True
UBND Phường Xuân Đỉnh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Xuân Đỉnh,09a,True
UBND Phường Yên Sở_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Phường Yên Sở,09a,True
UBND Phường Yên Sở_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Yên Sở,09a,True
UBND Phường Đoàn Kết_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...) copy.xlsx,UBND Phường Đoàn Kết,09a,True
UBND Phường Đoàn Kết_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Đoàn Kết,09a,True
UBND Phường Đào Duy Từ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Đào Duy Từ,09a,True
UBND Phường Đông Ngạc_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Đông Ngạc,09a,True
UBND Phường Đông Sơn_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp(...).xlsx,UBND Phường Đông Sơn,04a,True
UBND Phường Đông Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND(...).xlsx,UBND Phường Đông Sơn,09a,True
UBND Phường Đại Mỗ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Đại Mỗ,09a,True
UBND Phường Định Công_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...) copy.xlsx,UBND Phường Định Công,09a,True
UBND Phường Định Công_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBN(...).xlsx,UBND Phường Định Công,09a,True
UBND Phường Đống Đa_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Đống Đa,09a,True
UBND Phường Đồ Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Phường Đồ Sơn,09a,True
UBND Phường Đồng Nguyên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (U(...).xlsx,UBND Phường Đồng Nguyên,09a,True
UBND Phường Đồng Thuận_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UB(...).xlsx,UBND Phường Đồng Thuận,09a,True
UBND Xã An Bình_01a_TP_TĐ-BH_Số dự thảo (DT) văn bản quy phạm pháp luật (VB(...) copy.xlsx,UBND Xã An Bình,01a,True
UBND Xã An Bình_01a_TP_TĐ-BH_Số dự thảo (DT) văn bản quy phạm pháp luật (VB(...).xlsx,UBND Xã An Bình,01a,True
UBND Xã An Cư_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã An Cư,09a,True
UBND Xã An Hữu_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn x(...).xlsx,UBND Xã An Hữu,05b,True
UBND Xã An Khánh_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luật(...).xlsx,UBND Xã An Khánh,04a,True
UBND Xã An Khánh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã An Khánh,09a,True
UBND Xã An Khánh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã An Khánh,09a,True
UBND Xã An Lục Long_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Xã An Lục Long,09a,True
UBND Xã An Lục Long_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã An Lục Long,09a,True
UBND Xã An Nhơn Tây_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Xã An Nhơn Tây,09a,True
UBND Xã An Nhơn Tây_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã An Nhơn Tây,09a,True
UBND Xã An Ninh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã An Ninh,09a,True
UBND Xã An Quang_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luật(...).xlsx,UBND Xã An Quang,04a,True
UBND Xã An Vinh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã An Vinh,09a,True
UBND Xã An Vinh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã An Vinh,09a,True
UBND Xã Ba Chúc_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ba Chúc,09a,True
UBND Xã Ba Chẽ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ba Chẽ,09a,True
UBND Xã Ba Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ba Sơn,09a,True
UBND Xã Ba Vì_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ba Vì,09a,True
UBND Xã Ba Xa_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ba Xa,09a,True
UBND Xã Biển Bạch_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Biển Bạch,09a,True
UBND Xã Biển Bạch_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Biển Bạch,09a,True
UBND Xã Bát Mọt_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bát Mọt,09a,True
UBND Xã Bát Tràng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bát Tràng,09a,True
UBND Xã Bát Xát_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bát Xát,09a,True
UBND Xã Bình Dương_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...) copy.xlsx,UBND Xã Bình Dương,09a,True
UBND Xã Bình Dương_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Bình Dương,09a,True
UBND Xã Bình Hưng_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bà(...) copy.xlsx,UBND Xã Bình Hưng,05b,True
UBND Xã Bình Hưng_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bà(...).xlsx,UBND Xã Bình Hưng,05b,True
UBND Xã Bình Khê_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bình Khê,09a,True
UBND Xã Bình Liêu_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bình Liêu,09a,True
UBND Xã Bình Lư_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bình Lư,09a,True
UBND Xã Bình Minh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Bình Minh,09a,True
UBND Xã Bình Minh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bình Minh,09a,True
UBND Xã Bình Mỹ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bình Mỹ,09a,True
UBND Xã Bình Phú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bình Phú,09a,True
UBND Xã Bình Xuyên_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp lu(...).xlsx,UBND Xã Bình Xuyên,04a,True
UBND Xã Bình Xuyên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Bình Xuyên,09a,True
UBND Xã Bình Điền_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bà(...) copy.xlsx,UBND Xã Bình Điền,05b,True
UBND Xã Bình Điền_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bà(...).xlsx,UBND Xã Bình Điền,05b,True
UBND Xã Bạch Đằng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Bạch Đằng,09a,True
UBND Xã Bạch Đằng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bạch Đằng,09a,True
UBND Xã Bản Nguyên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Bản Nguyên,09a,True
UBND Xã Bảo Lâm 3_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Bảo Lâm 3,09a,True
UBND Xã Bảo Lâm 3_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bảo Lâm 3,09a,True
UBND Xã Bảo Lâm_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Bảo Lâm,05b,True
UBND Xã Bảo Đài_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bảo Đài,09a,True
UBND Xã Bắc Hà_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bắc Hà,09a,True
UBND Xã Bắc Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bắc Sơn,09a,True
UBND Xã Bến Lức_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...) copy.xlsx,UBND Xã Bến Lức,05b,True
UBND Xã Bến Lức_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Bến Lức,05b,True
UBND Xã Bố Hạ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bố Hạ,09a,True
UBND Xã Bờ Ngoong_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Bờ Ngoong,09a,True
UBND Xã Bờ Ngoong_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Bờ Ngoong,09a,True
UBND Xã Cai Kinh_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Cai Kinh,05b,True
UBND Xã Canh Liên_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bà(...).xlsx,UBND Xã Canh Liên,05b,True
UBND Xã Canh Vinh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Canh Vinh,09a,True
UBND Xã Canh Vinh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Canh Vinh,09a,True
UBND Xã Cao Minh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Cao Minh,09a,True
UBND Xã Chi Lăng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Chi Lăng,09a,True
UBND Xã Chiến Thắng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Chiến Thắng,09a,True
UBND Xã Chiềng Ken_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Chiềng Ken,09a,True
UBND Xã Chuyên Mỹ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Chuyên Mỹ,09a,True
UBND Xã Châu Sơn_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Châu Sơn,05b,True
UBND Xã Châu Thới_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Châu Thới,09a,True
UBND Xã Châu Thới_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Châu Thới,09a,True
UBND Xã Chí Minh_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luật(...).xlsx,UBND Xã Chí Minh,04a,True
UBND Xã Chí Tiên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Chí Tiên,09a,True
UBND Xã Chơ Long_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Chơ Long,09a,True
UBND Xã Chơ Long_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Chơ Long,09a,True
UBND Xã Chư Prông_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Chư Prông,09a,True
UBND Xã Chư Prông_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Chư Prông,09a,True
UBND Xã Chư Sê_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Chư Sê,09a,True
UBND Xã Chư Sê_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Chư Sê,09a,True
UBND Xã Chương Dương_01a_TP_TĐ-BH_Số dự thảo (DT) văn bản quy phạm pháp luậ(...).xlsx,UBND Xã Chương Dương,01a,True
UBND Xã Chương Dương_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...).xlsx,UBND Xã Chương Dương,05b,True
UBND Xã Chợ Đồn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Chợ Đồn,09a,True
UBND Xã Các Sơn_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Các Sơn,09a,True
UBND Xã Cái Chiên_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Cái Chiên,09a,True
UBND Xã Côn Minh_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Côn Minh,09a,True
UBND Xã Cư M’ta_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...) copy.xlsx,UBND Xã Cư M’ta,05b,True
UBND Xã Cư M’ta_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Cư M’ta,05b,True
UBND Xã Cư Yang_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...) copy.xlsx,UBND Xã Cư Yang,05b,True
UBND Xã Cư Yang_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Cư Yang,05b,True
UBND Xã Cần Đước_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Cần Đước,09a,True
UBND Xã Cần Đước_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Cần Đước,09a,True
UBND Xã Cẩm Giang_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Cẩm Giang,09a,True
UBND Xã Cẩm Giàng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Cẩm Giàng,09a,True
UBND Xã Cẩm Thạch_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luậ(...).xlsx,UBND Xã Cẩm Thạch,04a,True
UBND Xã Cẩm Tân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Cẩm Tân,09a,True
UBND Xã Cẩm Tân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Cẩm Tân,09a,True
UBND Xã Cẩm Vân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Cẩm Vân,09a,True
UBND Xã Cốc Pàng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Cốc Pàng,09a,True
UBND Xã Cốc Pàng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Cốc Pàng,09a,True
UBND Xã Cổ Đô_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Cổ Đô,09a,True
UBND Xã Cổ Đô_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Cổ Đô,09a,True
UBND Xã Cự Đồng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Cự Đồng,09a,True
UBND Xã Dang Kang_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Dang Kang,09a,True
UBND Xã Dang Kang_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Dang Kang,09a,True
UBND Xã Dân Hòa_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Dân Hòa,09a,True
UBND Xã Dân Hòa_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Dân Hòa,09a,True
UBND Xã Dương Hòa_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Dương Hòa,09a,True
UBND Xã Dương Minh Châu_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên(...) copy.xlsx,UBND Xã Dương Minh Châu,05b,True
UBND Xã Dương Minh Châu_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên(...).xlsx,UBND Xã Dương Minh Châu,05b,True
UBND Xã Dầu Giây_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Dầu Giây,09a,True
UBND Xã Dầu Giây_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Dầu Giây,09a,True
UBND Xã Ea Nuôl_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ea Nuôl,09a,True
UBND Xã Ea Nuôl_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ea Nuôl,09a,True
UBND Xã Ea Riêng_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...) copy.xlsx,UBND Xã Ea Riêng,05b,True
UBND Xã Ea Riêng_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Ea Riêng,05b,True
UBND Xã Ea Trang_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ea Trang,09a,True
UBND Xã Ea Trang_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ea Trang,09a,True
UBND Xã Ea Ô_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Ea Ô,09a,True
UBND Xã Ea Ô_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Ea Ô,09a,True
UBND Xã Gia Hòa_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Gia Hòa,09a,True
UBND Xã Gia Lâm_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy 2.xlsx,UBND Xã Gia Lâm,09a,True
UBND Xã Gia Lâm_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Gia Lâm,09a,True
UBND Xã Gia Lâm_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Gia Lâm,09a,True
UBND Xã Gia Phong_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Gia Phong,09a,True
UBND Xã Gia Phú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Gia Phú,09a,True
UBND Xã Giang Thành_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa(...).xlsx,UBND Xã Giang Thành,05b,True
UBND Xã Giang Thành_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Giang Thành,09a,True
UBND Xã Giao Long_01a_TP_TĐ-BH_Số dự thảo (DT) văn bản quy phạm pháp luật ((...) copy.xlsx,UBND Xã Giao Long,01a,True
UBND Xã Giao Long_01a_TP_TĐ-BH_Số dự thảo (DT) văn bản quy phạm pháp luật ((...).xlsx,UBND Xã Giao Long,01a,True
UBND Xã Gành Hào_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Gành Hào,09a,True
UBND Xã Gành Hào_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Gành Hào,09a,True
UBND Xã Gào_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Gào,09a,True
UBND Xã Gào_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Gào,09a,True
UBND Xã Hiệp Hòa_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hiệp Hòa,09a,True
UBND Xã Hoa Lộc_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hoa Lộc,09a,True
UBND Xã Hoa Quân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hoa Quân,09a,True
UBND Xã Hoài Ân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Hoài Ân,09a,True
UBND Xã Hoài Ân_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hoài Ân,09a,True
UBND Xã Hoài Đức_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hoài Đức,09a,True
UBND Xã Hoàng An_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hoàng An,09a,True
UBND Xã Hoành Mô_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hoành Mô,09a,True
UBND Xã Hoằng Tiến_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND)(...).xlsx,UBND Xã Hoằng Tiến,09a,True
UBND Xã Hua Bum_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Hua Bum,09a,True
UBND Xã Hua Bum_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hua Bum,09a,True
UBND Xã Hy Cương_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Hy Cương,05b,True
UBND Xã Hà Long_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luật(...).xlsx,UBND Xã Hà Long,04a,True
UBND Xã Hà Long_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hà Long,09a,True
UBND Xã Hà Nam_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hà Nam,09a,True
UBND Xã Hà Tây_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hà Tây,09a,True
UBND Xã Hà Đông_04a_TP_PBGDPL_Kết quả công tác phổ biến giáo dục pháp luật(...).xlsx,UBND Xã Hà Đông,04a,True
UBND Xã Hòa An_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Hòa An,09a,True
UBND Xã Hòa An_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hòa An,09a,True
UBND Xã Hòa Hưng_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hòa Hưng,09a,True
UBND Xã Hòa Long_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Hòa Long,05b,True
UBND Xã Hòa Phú_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...) copy.xlsx,UBND Xã Hòa Phú,05b,True
UBND Xã Hòa Phú_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa bàn(...).xlsx,UBND Xã Hòa Phú,05b,True
UBND Xã Hòa Phú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã copy.xlsx,UBND Xã Hòa Phú,09a,True
UBND Xã Hòa Phú_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hòa Phú,09a,True
UBND Xã Hóa Quỳ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hóa Quỳ,09a,True
UBND Xã Hưng Thuận_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa b(...) copy.xlsx,UBND Xã Hưng Thuận,05b,True
UBND Xã Hưng Thuận_05b_TP_HGCS_Kết quả công tác hòa giải ở cơ sở trên địa b(...).xlsx,UBND Xã Hưng Thuận,05b,True
UBND Xã Hưng Vũ_09a_TP_CT_Kết quả chứng thực tại Ủy ban nhân dân (UBND) cấp xã.xlsx,UBND Xã Hưng Vũ,09a,True
